user_id,merchant_id,transaction_amount,status,transaction_date
USER_0145,MERCHANT_006,426.52,SUCCESS,2025-07-15
USER_0497,MERCHANT_031,10.9,SUCCESS,2025-07-03
USER_0710,MERCHANT_035,150.63,SUCCESS,2025-07-16
USER_0385,MERCHANT_049,111.97,SUCCESS,2025-07-19
USER_0623,MERCHANT_022,211.39,SUCCESS,2025-06-29
USER_0857,MERCHANT_022,653.49,PENDING,2025-07-16
USER_0581,MERCHANT_026,215.23,PENDING,2025-07-16
USER_0597,MERCHANT_017,211.36,SUCCESS,2025-07-19
USER_0770,MERCHANT_040,243.66,FAILED,2025-07-07
USER_0141,MERCHANT_002,620.49,SUCCESS,2025-06-27
USER_0213,MERCHANT_019,776.1,SUCCESS,2025-07-12
USER_0029,MERCHANT_028,115.54,SUCCESS,2025-07-08
USER_0212,MERCHANT_033,862.81,SUCCESS,2025-06-25
USER_0127,MERCHANT_019,83.18,SUCCESS,2025-06-24
USER_0957,MERCHANT_007,573.18,FAILED,2025-07-16
USER_0333,MERCHANT_011,719.41,SUCCESS,2025-07-17
USER_0862,MERCHANT_007,603.43,SUCCESS,2025-07-12
USER_0695,MERCHANT_025,316.7,PENDING,2025-07-12
USER_0755,MERCHANT_015,760.09,SUCCESS,2025-07-13
USER_0891,MERCHANT_010,818.79,FAILED,2025-07-05
USER_0744,MERCHANT_031,283.91,FAILED,2025-07-10
USER_0515,MERCHANT_043,246.24,FAILED,2025-07-03
USER_0411,MERCHANT_046,238.1,FAILED,2025-07-05
USER_0761,MERCHANT_002,380.69,SUCCESS,2025-06-26
USER_0883,MERCHANT_032,273.94,SUCCESS,2025-07-13
USER_0713,MERCHANT_008,253.21,PENDING,2025-06-28
USER_0714,MERCHANT_035,751.55,SUCCESS,2025-07-08
USER_0181,MERCHANT_010,537.39,PENDING,2025-07-10
USER_0160,MERCHANT_047,589.86,SUCCESS,2025-06-26
USER_0600,MERCHANT_007,946.26,SUCCESS,2025-07-08
USER_0697,MERCHANT_008,159.69,SUCCESS,2025-07-04
USER_0263,MERCHANT_040,612.37,FAILED,2025-07-08
USER_0931,MERCHANT_003,854.9,SUCCESS,2025-06-28
USER_0416,MERCHANT_035,437.32,FAILED,2025-07-08
USER_0897,MERCHANT_031,751.38,SUCCESS,2025-06-25
USER_0543,MERCHANT_039,356.43,SUCCESS,2025-07-09
USER_0607,MERCHANT_035,731.13,SUCCESS,2025-07-09
USER_0552,MERCHANT_008,104.34,SUCCESS,2025-06-25
USER_0074,MERCHANT_016,270.46,SUCCESS,2025-07-19
USER_0717,MERCHANT_039,312.86,SUCCESS,2025-07-01
USER_0154,MERCHANT_025,408.19,FAILED,2025-06-29
USER_0888,MERCHANT_010,702.88,SUCCESS,2025-07-06
USER_0853,MERCHANT_032,951.94,SUCCESS,2025-07-18
USER_0287,MERCHANT_037,477.72,SUCCESS,2025-07-09
USER_0598,MERCHANT_042,285.01,FAILED,2025-07-22
USER_0997,MERCHANT_026,160.39,SUCCESS,2025-07-08
USER_0636,MERCHANT_012,194.65,SUCCESS,2025-07-22
USER_0106,MERCHANT_022,61.43,SUCCESS,2025-07-05
USER_0789,MERCHANT_003,311.88,SUCCESS,2025-06-28
USER_0099,MERCHANT_019,80.58,SUCCESS,2025-07-21
USER_0011,MERCHANT_032,409.61,SUCCESS,2025-07-22
USER_0904,MERCHANT_001,785.77,SUCCESS,2025-06-22
USER_0801,MERCHANT_026,805.8,SUCCESS,2025-06-30
USER_0394,MERCHANT_042,739.86,SUCCESS,2025-07-11
USER_0033,MERCHANT_012,951.16,SUCCESS,2025-07-19
USER_0538,MERCHANT_024,816.37,SUCCESS,2025-07-12
USER_0893,MERCHANT_029,442.92,SUCCESS,2025-07-06
USER_0937,MERCHANT_003,606.84,SUCCESS,2025-06-25
USER_0266,MERCHANT_026,660.47,SUCCESS,2025-07-04
USER_0243,MERCHANT_029,105.4,SUCCESS,2025-07-05
USER_0670,MERCHANT_045,841.65,SUCCESS,2025-07-01
USER_0365,MERCHANT_006,71.48,FAILED,2025-07-19
USER_1000,MERCHANT_015,463.65,SUCCESS,2025-06-29
USER_0317,MERCHANT_031,372.2,SUCCESS,2025-07-04
USER_0119,MERCHANT_037,550.35,PENDING,2025-07-08
USER_0530,MERCHANT_020,833.29,SUCCESS,2025-07-13
USER_0508,MERCHANT_024,882.55,SUCCESS,2025-07-06
USER_0906,MERCHANT_020,41.39,SUCCESS,2025-06-24
USER_0501,MERCHANT_040,729.78,SUCCESS,2025-06-30
USER_0406,MERCHANT_037,197.75,SUCCESS,2025-07-10
USER_0136,MERCHANT_011,24.66,SUCCESS,2025-06-30
USER_0401,MERCHANT_015,897.57,SUCCESS,2025-07-13
USER_0766,MERCHANT_019,908.3,SUCCESS,2025-07-04
USER_0068,MERCHANT_034,327.9,SUCCESS,2025-07-21
USER_0331,MERCHANT_017,782.25,SUCCESS,2025-07-06
USER_0748,MERCHANT_038,410.94,FAILED,2025-06-26
USER_0025,MERCHANT_044,905.73,SUCCESS,2025-06-25
USER_0951,MERCHANT_013,546.8,SUCCESS,2025-07-15
USER_0666,MERCHANT_038,533.67,SUCCESS,2025-07-07
USER_0998,MERCHANT_050,595.29,SUCCESS,2025-07-10
USER_0697,MERCHANT_037,202.33,FAILED,2025-07-20
USER_0863,MERCHANT_006,873.51,SUCCESS,2025-06-23
USER_0116,MERCHANT_032,983.26,SUCCESS,2025-07-21
USER_0115,MERCHANT_004,432.48,SUCCESS,2025-07-11
USER_0041,MERCHANT_035,294.48,SUCCESS,2025-07-15
USER_0578,MERCHANT_023,305.76,PENDING,2025-07-12
USER_0350,MERCHANT_038,965.31,SUCCESS,2025-06-26
USER_0063,MERCHANT_031,386.64,SUCCESS,2025-07-08
USER_0344,MERCHANT_029,95.08,FAILED,2025-06-26
USER_0883,MERCHANT_035,364.57,SUCCESS,2025-07-04
USER_0373,MERCHANT_019,148.9,PENDING,2025-06-27
USER_0828,MERCHANT_049,649.3,PENDING,2025-07-05
USER_0620,MERCHANT_033,678.14,FAILED,2025-07-14
USER_0085,MERCHANT_044,562.77,SUCCESS,2025-07-14
USER_0631,MERCHANT_043,909.43,FAILED,2025-07-02
USER_0269,MERCHANT_043,295.86,SUCCESS,2025-07-20
USER_0553,MERCHANT_040,98.24,SUCCESS,2025-06-25
USER_0886,MERCHANT_041,381.83,PENDING,2025-07-17
USER_0653,MERCHANT_035,249.97,FAILED,2025-07-21
USER_0696,MERCHANT_035,20.03,SUCCESS,2025-06-26
USER_0349,MERCHANT_049,535.31,FAILED,2025-07-22
USER_0129,MERCHANT_002,929.35,SUCCESS,2025-07-12
USER_0966,MERCHANT_013,260.53,SUCCESS,2025-07-19
USER_0733,MERCHANT_026,178.0,SUCCESS,2025-06-28
USER_0611,MERCHANT_006,10.65,FAILED,2025-07-04
USER_0173,MERCHANT_028,243.07,FAILED,2025-07-05
USER_0113,MERCHANT_039,326.94,SUCCESS,2025-06-23
USER_0912,MERCHANT_026,544.16,SUCCESS,2025-07-09
USER_0819,MERCHANT_032,891.06,SUCCESS,2025-07-19
USER_0842,MERCHANT_038,175.52,SUCCESS,2025-07-19
USER_0906,MERCHANT_003,811.57,SUCCESS,2025-07-21
USER_0597,MERCHANT_004,949.66,SUCCESS,2025-07-09
USER_0942,MERCHANT_047,442.81,SUCCESS,2025-07-16
USER_0298,MERCHANT_050,131.43,SUCCESS,2025-07-22
USER_0963,MERCHANT_007,759.56,SUCCESS,2025-07-15
USER_0334,MERCHANT_028,584.58,SUCCESS,2025-06-29
USER_0541,MERCHANT_022,694.06,SUCCESS,2025-07-11
USER_0962,MERCHANT_024,382.08,SUCCESS,2025-07-15
USER_0384,MERCHANT_037,988.08,SUCCESS,2025-07-18
USER_0968,MERCHANT_016,436.4,SUCCESS,2025-07-08
USER_0853,MERCHANT_001,328.89,PENDING,2025-07-07
USER_0840,MERCHANT_023,164.72,SUCCESS,2025-07-20
USER_0912,MERCHANT_004,646.37,SUCCESS,2025-07-02
USER_0824,MERCHANT_043,633.97,SUCCESS,2025-07-07
USER_0936,MERCHANT_017,375.91,SUCCESS,2025-07-03
USER_0222,MERCHANT_030,918.26,PENDING,2025-07-03
USER_0689,MERCHANT_014,559.93,SUCCESS,2025-07-04
USER_0974,MERCHANT_004,633.89,SUCCESS,2025-07-20
USER_0594,MERCHANT_019,319.09,SUCCESS,2025-07-09
USER_0156,MERCHANT_048,70.22,SUCCESS,2025-06-28
USER_0343,MERCHANT_006,771.28,SUCCESS,2025-07-04
USER_0638,MERCHANT_027,728.61,FAILED,2025-07-11
USER_0815,MERCHANT_050,427.31,SUCCESS,2025-06-23
USER_0455,MERCHANT_008,876.68,SUCCESS,2025-06-23
USER_0837,MERCHANT_025,602.76,SUCCESS,2025-07-07
USER_0312,MERCHANT_005,514.24,SUCCESS,2025-07-16
USER_0157,MERCHANT_048,907.09,SUCCESS,2025-07-02
USER_0791,MERCHANT_022,218.33,SUCCESS,2025-07-03
USER_0875,MERCHANT_050,669.1,PENDING,2025-06-27
USER_0874,MERCHANT_019,694.79,SUCCESS,2025-07-14
USER_0457,MERCHANT_009,252.3,SUCCESS,2025-07-15
USER_0504,MERCHANT_050,10.44,FAILED,2025-07-10
USER_0417,MERCHANT_027,558.08,SUCCESS,2025-07-06
USER_0712,MERCHANT_033,147.45,SUCCESS,2025-07-01
USER_0357,MERCHANT_009,576.51,SUCCESS,2025-07-18
USER_0233,MERCHANT_008,927.44,FAILED,2025-07-03
USER_0578,MERCHANT_020,141.28,SUCCESS,2025-06-26
USER_0301,MERCHANT_031,615.24,SUCCESS,2025-07-07
USER_0795,MERCHANT_010,866.03,SUCCESS,2025-07-16
USER_0932,MERCHANT_043,386.09,SUCCESS,2025-07-02
USER_0107,MERCHANT_028,324.69,SUCCESS,2025-07-16
USER_0487,MERCHANT_044,542.22,SUCCESS,2025-06-24
USER_0685,MERCHANT_029,137.65,SUCCESS,2025-07-14
USER_0264,MERCHANT_019,127.32,SUCCESS,2025-07-08
USER_0390,MERCHANT_016,932.28,SUCCESS,2025-06-23
USER_0238,MERCHANT_029,394.19,FAILED,2025-07-12
USER_0276,MERCHANT_023,886.71,FAILED,2025-07-21
USER_0132,MERCHANT_046,270.79,SUCCESS,2025-06-29
USER_0107,MERCHANT_028,770.69,SUCCESS,2025-06-22
USER_0827,MERCHANT_013,166.16,SUCCESS,2025-07-19
USER_0041,MERCHANT_048,326.5,SUCCESS,2025-06-25
USER_0190,MERCHANT_031,309.59,FAILED,2025-07-11
USER_0275,MERCHANT_014,808.27,SUCCESS,2025-07-13
USER_0239,MERCHANT_008,711.26,SUCCESS,2025-07-10
USER_0503,MERCHANT_044,155.39,SUCCESS,2025-06-26
USER_0813,MERCHANT_005,578.47,SUCCESS,2025-06-30
USER_0156,MERCHANT_023,323.9,SUCCESS,2025-07-10
USER_0612,MERCHANT_020,990.21,SUCCESS,2025-07-20
USER_0574,MERCHANT_032,239.08,SUCCESS,2025-07-20
USER_0325,MERCHANT_031,323.51,SUCCESS,2025-07-11
USER_0763,MERCHANT_013,216.32,SUCCESS,2025-06-30
USER_0636,MERCHANT_011,318.36,SUCCESS,2025-07-21
USER_0712,MERCHANT_018,145.84,SUCCESS,2025-07-18
USER_0979,MERCHANT_008,482.46,FAILED,2025-07-15
USER_0372,MERCHANT_026,429.48,SUCCESS,2025-07-13
USER_0951,MERCHANT_012,306.53,SUCCESS,2025-07-03
USER_0613,MERCHANT_006,434.56,SUCCESS,2025-06-26
USER_0339,MERCHANT_026,832.16,FAILED,2025-07-14
USER_0341,MERCHANT_038,713.51,SUCCESS,2025-07-09
USER_0100,MERCHANT_010,669.41,SUCCESS,2025-07-02
USER_0039,MERCHANT_040,696.5,SUCCESS,2025-07-11
USER_0320,MERCHANT_035,560.32,SUCCESS,2025-07-12
USER_0435,MERCHANT_005,940.03,FAILED,2025-07-12
USER_0241,MERCHANT_026,461.11,FAILED,2025-07-19
USER_0603,MERCHANT_036,466.53,SUCCESS,2025-07-02
USER_0545,MERCHANT_039,16.5,SUCCESS,2025-07-07
USER_0521,MERCHANT_032,11.88,SUCCESS,2025-07-04
USER_0350,MERCHANT_021,539.36,FAILED,2025-07-04
USER_0887,MERCHANT_047,464.24,SUCCESS,2025-07-07
USER_0544,MERCHANT_013,773.17,SUCCESS,2025-07-16
USER_0989,MERCHANT_028,669.76,SUCCESS,2025-07-04
USER_0038,MERCHANT_049,252.45,SUCCESS,2025-07-15
USER_0530,MERCHANT_001,357.52,SUCCESS,2025-06-23
USER_0231,MERCHANT_008,958.76,SUCCESS,2025-07-10
USER_0626,MERCHANT_029,192.31,SUCCESS,2025-07-21
USER_0999,MERCHANT_009,205.55,SUCCESS,2025-07-22
USER_0355,MERCHANT_047,493.37,SUCCESS,2025-06-26
USER_0511,MERCHANT_036,218.42,SUCCESS,2025-07-11
USER_0970,MERCHANT_022,159.49,SUCCESS,2025-07-10
USER_0190,MERCHANT_026,986.5,SUCCESS,2025-06-30
USER_0912,MERCHANT_045,606.39,FAILED,2025-06-25
USER_0345,MERCHANT_039,984.25,SUCCESS,2025-06-26
USER_0889,MERCHANT_009,514.13,SUCCESS,2025-07-20
USER_0197,MERCHANT_005,72.39,SUCCESS,2025-07-20
USER_0231,MERCHANT_040,341.83,SUCCESS,2025-06-24
USER_0675,MERCHANT_025,978.04,FAILED,2025-06-30
USER_0188,MERCHANT_009,952.98,SUCCESS,2025-07-19
USER_0041,MERCHANT_003,227.9,SUCCESS,2025-06-28
USER_0001,MERCHANT_037,549.58,PENDING,2025-07-18
USER_0421,MERCHANT_028,990.31,SUCCESS,2025-07-22
USER_0062,MERCHANT_004,954.75,FAILED,2025-06-24
USER_0997,MERCHANT_004,650.99,SUCCESS,2025-06-26
USER_0805,MERCHANT_041,156.06,SUCCESS,2025-07-16
USER_0442,MERCHANT_012,433.29,SUCCESS,2025-07-21
USER_0304,MERCHANT_008,871.81,SUCCESS,2025-07-10
USER_0334,MERCHANT_040,568.24,SUCCESS,2025-06-22
USER_0376,MERCHANT_040,162.56,SUCCESS,2025-07-21
USER_0086,MERCHANT_048,801.64,SUCCESS,2025-06-23
USER_0989,MERCHANT_031,124.32,SUCCESS,2025-06-23
USER_0493,MERCHANT_002,176.88,SUCCESS,2025-06-22
USER_0984,MERCHANT_032,781.88,PENDING,2025-07-19
USER_0467,MERCHANT_039,551.2,SUCCESS,2025-06-28
USER_0756,MERCHANT_002,357.97,SUCCESS,2025-07-02
USER_0807,MERCHANT_033,609.83,PENDING,2025-06-22
USER_0479,MERCHANT_043,267.56,SUCCESS,2025-07-09
USER_0571,MERCHANT_031,882.55,SUCCESS,2025-07-01
USER_0860,MERCHANT_021,499.75,FAILED,2025-06-27
USER_0621,MERCHANT_008,289.5,SUCCESS,2025-07-17
USER_0080,MERCHANT_039,163.69,PENDING,2025-07-01
USER_0947,MERCHANT_027,423.39,SUCCESS,2025-07-12
USER_0826,MERCHANT_003,652.21,SUCCESS,2025-07-11
USER_1000,MERCHANT_046,940.61,SUCCESS,2025-07-10
USER_0197,MERCHANT_005,610.98,FAILED,2025-07-17
USER_0279,MERCHANT_046,711.16,FAILED,2025-07-17
USER_0344,MERCHANT_008,462.58,SUCCESS,2025-07-17
USER_0676,MERCHANT_014,66.53,SUCCESS,2025-06-22
USER_0855,MERCHANT_047,567.8,FAILED,2025-06-23
USER_0198,MERCHANT_032,182.51,SUCCESS,2025-06-30
USER_0372,MERCHANT_033,422.17,SUCCESS,2025-07-16
USER_0799,MERCHANT_041,121.38,FAILED,2025-07-15
USER_0695,MERCHANT_029,91.08,SUCCESS,2025-06-22
USER_0620,MERCHANT_043,116.96,SUCCESS,2025-06-23
USER_0075,MERCHANT_029,87.8,PENDING,2025-07-16
USER_0480,MERCHANT_002,965.42,SUCCESS,2025-07-01
USER_0180,MERCHANT_038,248.36,SUCCESS,2025-06-25
USER_0797,MERCHANT_036,128.3,SUCCESS,2025-06-27
USER_0080,MERCHANT_027,525.6,SUCCESS,2025-06-23
USER_0146,MERCHANT_033,677.18,SUCCESS,2025-06-22
USER_0186,MERCHANT_044,974.49,SUCCESS,2025-06-30
USER_0508,MERCHANT_030,760.49,SUCCESS,2025-06-30
USER_0654,MERCHANT_026,548.1,FAILED,2025-07-11
USER_0746,MERCHANT_021,766.34,SUCCESS,2025-07-09
USER_0390,MERCHANT_032,193.28,FAILED,2025-07-11
USER_0313,MERCHANT_031,560.58,SUCCESS,2025-07-05
USER_0442,MERCHANT_025,952.27,FAILED,2025-06-22
USER_0009,MERCHANT_020,509.22,SUCCESS,2025-06-29
USER_0487,MERCHANT_015,636.13,SUCCESS,2025-07-13
USER_0807,MERCHANT_004,322.48,SUCCESS,2025-07-22
USER_0444,MERCHANT_022,922.63,SUCCESS,2025-06-25
USER_0860,MERCHANT_036,651.96,SUCCESS,2025-06-25
USER_0563,MERCHANT_022,797.29,SUCCESS,2025-06-22
USER_0873,MERCHANT_018,833.19,SUCCESS,2025-07-17
USER_0450,MERCHANT_025,754.22,SUCCESS,2025-07-15
USER_0382,MERCHANT_021,486.62,SUCCESS,2025-07-18
USER_0399,MERCHANT_031,481.38,SUCCESS,2025-06-23
USER_0571,MERCHANT_050,619.99,SUCCESS,2025-06-28
USER_0715,MERCHANT_046,435.91,SUCCESS,2025-07-14
USER_0966,MERCHANT_031,304.59,SUCCESS,2025-07-10
USER_0233,MERCHANT_004,221.1,SUCCESS,2025-06-22
USER_0491,MERCHANT_016,476.29,SUCCESS,2025-07-21
USER_0833,MERCHANT_038,315.72,SUCCESS,2025-07-13
USER_0996,MERCHANT_039,414.25,SUCCESS,2025-07-20
USER_0443,MERCHANT_038,74.53,SUCCESS,2025-07-01
USER_0089,MERCHANT_007,315.5,SUCCESS,2025-07-06
USER_0078,MERCHANT_016,427.91,SUCCESS,2025-06-25
USER_0420,MERCHANT_045,530.91,SUCCESS,2025-06-23
USER_0957,MERCHANT_019,439.63,SUCCESS,2025-07-17
USER_0267,MERCHANT_038,71.19,SUCCESS,2025-07-12
USER_0194,MERCHANT_025,764.36,SUCCESS,2025-06-23
USER_0172,MERCHANT_040,520.23,SUCCESS,2025-06-30
USER_0217,MERCHANT_030,952.87,FAILED,2025-07-21
USER_0061,MERCHANT_004,997.73,SUCCESS,2025-07-21
USER_0215,MERCHANT_018,492.09,SUCCESS,2025-07-16
USER_0059,MERCHANT_045,474.57,PENDING,2025-06-26
USER_0502,MERCHANT_031,378.07,SUCCESS,2025-06-26
USER_0070,MERCHANT_036,771.16,SUCCESS,2025-07-15
USER_0126,MERCHANT_023,214.97,SUCCESS,2025-07-11
USER_0369,MERCHANT_034,15.36,PENDING,2025-07-02
USER_0100,MERCHANT_031,946.12,SUCCESS,2025-07-02
USER_0655,MERCHANT_006,745.18,SUCCESS,2025-07-06
USER_0067,MERCHANT_034,903.31,SUCCESS,2025-06-25
USER_0905,MERCHANT_010,750.62,SUCCESS,2025-07-13
USER_0310,MERCHANT_042,158.7,SUCCESS,2025-07-02
USER_0358,MERCHANT_030,237.84,SUCCESS,2025-07-17
USER_0197,MERCHANT_002,81.13,SUCCESS,2025-07-01
USER_0158,MERCHANT_027,478.0,SUCCESS,2025-07-02
USER_0083,MERCHANT_040,455.16,SUCCESS,2025-07-12
USER_0742,MERCHANT_044,700.78,SUCCESS,2025-07-21
USER_0619,MERCHANT_045,897.61,SUCCESS,2025-07-04
USER_0745,MERCHANT_009,913.69,SUCCESS,2025-07-10
USER_0457,MERCHANT_022,52.91,SUCCESS,2025-07-14
USER_0857,MERCHANT_031,627.02,SUCCESS,2025-07-20
USER_0580,MERCHANT_047,661.15,SUCCESS,2025-07-14
USER_0917,MERCHANT_032,265.03,SUCCESS,2025-07-12
USER_0004,MERCHANT_034,244.01,SUCCESS,2025-07-07
USER_0381,MERCHANT_021,269.72,SUCCESS,2025-07-03
USER_0313,MERCHANT_008,637.51,SUCCESS,2025-07-13
USER_0749,MERCHANT_027,804.88,SUCCESS,2025-07-03
USER_0838,MERCHANT_014,662.6,SUCCESS,2025-07-16
USER_0428,MERCHANT_024,674.02,SUCCESS,2025-06-27
USER_0978,MERCHANT_018,327.04,FAILED,2025-07-03
USER_0759,MERCHANT_005,523.34,SUCCESS,2025-06-25
USER_0092,MERCHANT_018,613.83,SUCCESS,2025-06-22
USER_0804,MERCHANT_007,999.37,PENDING,2025-07-19
USER_0523,MERCHANT_035,913.59,SUCCESS,2025-07-01
USER_0057,MERCHANT_043,470.08,SUCCESS,2025-07-13
USER_0351,MERCHANT_008,197.32,SUCCESS,2025-07-22
USER_0208,MERCHANT_025,829.52,SUCCESS,2025-07-19
USER_0254,MERCHANT_023,935.6,SUCCESS,2025-06-29
USER_0249,MERCHANT_048,223.3,SUCCESS,2025-07-02
USER_0838,MERCHANT_044,370.46,SUCCESS,2025-07-20
USER_0900,MERCHANT_039,226.35,SUCCESS,2025-06-26
USER_0669,MERCHANT_032,913.37,SUCCESS,2025-07-09
USER_0821,MERCHANT_039,558.56,SUCCESS,2025-07-03
USER_0318,MERCHANT_002,549.8,SUCCESS,2025-06-23
USER_0774,MERCHANT_024,323.07,FAILED,2025-07-11
USER_0262,MERCHANT_009,131.48,FAILED,2025-07-07
USER_0153,MERCHANT_018,846.05,SUCCESS,2025-07-12
USER_0800,MERCHANT_033,716.59,SUCCESS,2025-07-20
USER_0754,MERCHANT_037,245.58,SUCCESS,2025-06-25
USER_0283,MERCHANT_021,701.78,SUCCESS,2025-07-22
USER_0160,MERCHANT_034,786.74,FAILED,2025-07-17
USER_0641,MERCHANT_038,239.55,SUCCESS,2025-07-22
USER_0202,MERCHANT_002,38.74,SUCCESS,2025-07-16
USER_0853,MERCHANT_041,710.61,SUCCESS,2025-07-22
USER_0614,MERCHANT_018,237.64,SUCCESS,2025-06-28
USER_0917,MERCHANT_023,457.29,FAILED,2025-07-02
USER_0132,MERCHANT_028,784.79,SUCCESS,2025-07-22
USER_0772,MERCHANT_044,983.04,SUCCESS,2025-07-09
USER_0159,MERCHANT_048,372.23,SUCCESS,2025-06-22
USER_0986,MERCHANT_036,852.78,SUCCESS,2025-06-22
USER_0521,MERCHANT_035,89.99,SUCCESS,2025-07-19
USER_0326,MERCHANT_016,530.27,SUCCESS,2025-06-22
USER_0035,MERCHANT_045,275.27,SUCCESS,2025-07-05
USER_0302,MERCHANT_033,641.42,FAILED,2025-07-09
USER_0216,MERCHANT_011,791.49,FAILED,2025-07-02
USER_0391,MERCHANT_017,283.24,FAILED,2025-07-17
USER_0643,MERCHANT_014,119.19,SUCCESS,2025-07-09
USER_0048,MERCHANT_046,873.47,SUCCESS,2025-07-05
USER_0052,MERCHANT_042,669.0,FAILED,2025-07-05
USER_0415,MERCHANT_018,809.72,SUCCESS,2025-07-06
USER_0048,MERCHANT_032,589.63,SUCCESS,2025-07-01
USER_0463,MERCHANT_003,706.71,PENDING,2025-06-24
USER_0616,MERCHANT_048,296.59,SUCCESS,2025-07-13
USER_0455,MERCHANT_005,977.1,SUCCESS,2025-07-15
USER_0453,MERCHANT_015,622.72,SUCCESS,2025-07-13
USER_0351,MERCHANT_041,84.72,FAILED,2025-07-20
USER_0916,MERCHANT_032,309.02,SUCCESS,2025-06-22
USER_0744,MERCHANT_004,962.35,SUCCESS,2025-07-01
USER_0334,MERCHANT_001,650.14,FAILED,2025-07-04
USER_0447,MERCHANT_036,494.0,SUCCESS,2025-07-03
USER_0062,MERCHANT_030,365.33,PENDING,2025-06-25
USER_0487,MERCHANT_030,83.46,SUCCESS,2025-07-05
USER_0795,MERCHANT_049,22.72,SUCCESS,2025-07-20
USER_0612,MERCHANT_013,58.57,SUCCESS,2025-07-22
USER_0158,MERCHANT_050,858.31,SUCCESS,2025-07-08
USER_0909,MERCHANT_036,959.15,SUCCESS,2025-07-20
USER_0844,MERCHANT_036,402.93,SUCCESS,2025-06-30
USER_0626,MERCHANT_033,661.73,SUCCESS,2025-06-30
USER_0382,MERCHANT_033,141.65,SUCCESS,2025-07-09
USER_0576,MERCHANT_043,971.33,SUCCESS,2025-07-14
USER_0733,MERCHANT_049,380.07,SUCCESS,2025-07-07
USER_0615,MERCHANT_032,640.92,SUCCESS,2025-06-30
USER_0837,MERCHANT_032,857.69,SUCCESS,2025-07-08
USER_0531,MERCHANT_024,180.85,SUCCESS,2025-06-29
USER_0393,MERCHANT_048,699.45,PENDING,2025-06-25
USER_0110,MERCHANT_011,660.2,SUCCESS,2025-07-16
USER_0490,MERCHANT_014,225.76,SUCCESS,2025-07-03
USER_0207,MERCHANT_043,511.5,SUCCESS,2025-06-28
USER_0171,MERCHANT_026,187.66,SUCCESS,2025-07-15
USER_0931,MERCHANT_025,54.38,SUCCESS,2025-06-28
USER_0203,MERCHANT_012,449.61,SUCCESS,2025-07-22
USER_0951,MERCHANT_040,572.61,SUCCESS,2025-07-01
USER_0099,MERCHANT_030,906.28,SUCCESS,2025-07-11
USER_0501,MERCHANT_016,386.31,FAILED,2025-07-20
USER_0777,MERCHANT_004,415.85,SUCCESS,2025-07-21
USER_0999,MERCHANT_050,882.88,SUCCESS,2025-06-30
USER_0816,MERCHANT_036,721.3,SUCCESS,2025-07-02
USER_0708,MERCHANT_046,954.17,SUCCESS,2025-07-05
USER_0144,MERCHANT_042,499.27,SUCCESS,2025-07-21
USER_0892,MERCHANT_045,401.47,FAILED,2025-06-30
USER_0343,MERCHANT_013,253.69,SUCCESS,2025-07-20
USER_0575,MERCHANT_043,796.15,SUCCESS,2025-07-08
USER_0014,MERCHANT_046,707.7,SUCCESS,2025-07-10
USER_0872,MERCHANT_023,194.35,SUCCESS,2025-06-23
USER_0822,MERCHANT_024,422.61,FAILED,2025-06-22
USER_0716,MERCHANT_013,611.43,SUCCESS,2025-07-13
USER_0308,MERCHANT_009,475.6,FAILED,2025-07-16
USER_0046,MERCHANT_049,890.26,SUCCESS,2025-07-01
USER_0773,MERCHANT_024,175.05,SUCCESS,2025-06-26
USER_0995,MERCHANT_014,819.02,SUCCESS,2025-07-12
USER_0440,MERCHANT_019,492.79,SUCCESS,2025-06-29
USER_0310,MERCHANT_023,622.14,SUCCESS,2025-07-09
USER_0104,MERCHANT_012,777.64,FAILED,2025-07-13
USER_0725,MERCHANT_028,712.89,SUCCESS,2025-07-03
USER_0386,MERCHANT_015,204.36,SUCCESS,2025-06-23
USER_0243,MERCHANT_009,510.23,FAILED,2025-07-12
USER_0699,MERCHANT_006,418.85,SUCCESS,2025-07-13
USER_0399,MERCHANT_038,474.42,SUCCESS,2025-06-22
USER_0275,MERCHANT_043,533.2,SUCCESS,2025-07-01
USER_0254,MERCHANT_024,773.58,PENDING,2025-07-16
USER_0499,MERCHANT_037,159.57,SUCCESS,2025-07-21
USER_0281,MERCHANT_027,515.02,SUCCESS,2025-07-10
USER_0381,MERCHANT_013,37.83,FAILED,2025-06-25
USER_0979,MERCHANT_023,935.03,SUCCESS,2025-06-27
USER_0351,MERCHANT_007,179.5,SUCCESS,2025-06-23
USER_0368,MERCHANT_002,298.9,PENDING,2025-06-30
USER_0226,MERCHANT_023,569.75,SUCCESS,2025-07-13
USER_0038,MERCHANT_019,479.32,SUCCESS,2025-07-05
USER_0441,MERCHANT_010,341.52,SUCCESS,2025-06-22
USER_0673,MERCHANT_018,499.12,SUCCESS,2025-07-05
USER_0396,MERCHANT_011,462.97,SUCCESS,2025-06-25
USER_0696,MERCHANT_017,397.64,SUCCESS,2025-07-17
USER_0956,MERCHANT_015,724.73,FAILED,2025-07-01
USER_0341,MERCHANT_019,803.97,SUCCESS,2025-07-05
USER_0110,MERCHANT_019,234.96,PENDING,2025-07-05
USER_0264,MERCHANT_018,572.69,SUCCESS,2025-06-29
USER_0933,MERCHANT_011,469.97,SUCCESS,2025-06-30
